Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Efficiency,Academic_Engagement,Lifestyle_Score
-0.49670437015187013,0.0019531149355348125,1.0,0.0,0,0.6613991013752177,0.8979611783640193,2.0,0,2.0368366276453838,2.0,0.0,1,1,1.0011994733813825,0,0.0,1.0,1,68,-0.44361841714015504,-0.03429053353387602,1.1169007504683552
-0.49670437015187013,1.474247856172905,2.0,0.0,1,-0.7009902556898064,0.828510437884639,1.0,1,0.41145108517868284,1.0,0.0,1,1,-0.938376811805773,0,1.0,2.0,1,71,0.0975838866283392,1.1176970345592658,-1.113187873993544
0.17105954755967837,0.26176983397742365,2.0,2.0,1,0.6613991013752177,1.5230178426784435,1.0,1,0.41145108517868284,2.0,2.0,0,2,1.0011994733813825,0,1.0,2.0,1,70,0.2736150857779535,0.3497053224971724,1.1169007504683552
-1.8322322055749671,0.17516426096346072,2.0,2.0,1,0.6613991013752177,-0.21325066930606779,2.0,1,0.41145108517868284,2.0,2.0,1,2,0.03141133078780467,0,2.0,2.0,1,66,-1.608420607257814,-0.6486839031835512,0.5593785943528805
-1.66529122614708,-0.1712580310923911,2.0,0.0,1,0.6613991013752177,-0.07434918834730689,2.0,1,-0.40124168605466753,1.0,2.0,1,1,1.0011994733813825,0,2.0,2.0,1,65,-1.5297683693399018,-0.9558805880083887,1.1169007504683552
-0.49670437015187013,-1.0373137612320207,2.0,2.0,0,0.6613991013752177,-0.35215215026482866,2.0,1,0.41145108517868284,2.0,2.0,1,2,1.0011994733813825,0,1.0,2.0,0,64,-0.8256435727414451,-1.109478930420808,1.1169007504683552
-0.9975273084355315,-1.7301583453437241,2.0,1.0,1,2.023788458440242,-0.6994058526617309,1.0,1,-1.213934457288018,0.0,2.0,1,2,0.03141133078780467,0,0.0,2.0,1,60,-1.4174080294571691,-2.1078681561015307,1.67442290658383
0.3380005269875655,-0.8641026152040947,1.0,2.0,1,-0.7009902556898064,0.48125673548773673,2.0,1,-0.40124168605466753,1.0,0.0,0,1,0.03141133078780467,0,1.0,2.0,0,65,-0.10653739749195766,-0.6486839031835512,-0.5556657178780692
-0.8305863290076444,0.0019531149355348125,2.0,2.0,1,1.3425937799077299,1.1063133998021608,1.0,1,1.2241438564120333,1.0,2.0,0,2,-0.938376811805773,0,0.0,1.0,0,67,-0.7432459901607747,-0.2646880471525044,0.5593785943528805
-1.3314092672913058,-0.4310747501342799,2.0,0.0,1,-0.01979557715729433,-1.185561036017394,2.0,1,1.2241438564120333,2.0,2.0,1,2,1.0011994733813825,0,0.0,2.0,1,66,-1.3050476895744367,-0.8790814168021795,0.5593785943528805
1.5065873829827754,-0.1712580310923911,2.0,2.0,0,-1.3821849342223185,1.6619193236372043,0.0,1,-1.213934457288018,0.0,2.0,0,0,-1.9081649543993509,0,1.0,1.0,0,69,1.2455320257635891,0.4265044937033807,-2.2282321862244934
-0.16282241129609587,1.6474590022008309,2.0,0.0,0,-0.7009902556898064,0.6201582164464976,2.0,1,-0.40124168605466753,2.0,0.0,0,1,0.03141133078780467,0,1.0,2.0,1,72,0.5320438675082378,1.3480945481778943,-0.5556657178780692
0.0041185681317912485,-0.5176803231482429,2.0,0.0,0,0.6613991013752177,0.9674119188433998,1.0,1,-0.40124168605466753,2.0,2.0,0,0,-0.938376811805773,0,0.0,1.0,0,66,-0.21889773737469,-0.49508556077113197,0.0018564382374056717
-1.498350246719193,-0.1712580310923911,0.0,2.0,1,0.6613991013752177,1.7313700641165848,0.0,1,-0.40124168605466753,1.0,2.0,0,1,0.03141133078780467,0,1.0,1.0,1,66,-1.3836999274923494,-0.8790814168021795,0.5593785943528805
-0.49670437015187013,-1.2971304802739094,1.0,0.0,1,-1.3821849342223185,-0.0048984478679264375,2.0,1,0.41145108517868284,1.0,2.0,0,2,0.03141133078780467,0,1.0,2.0,0,63,-0.9211498616417676,-1.3398764440394364,-1.113187873993544
0.17105954755967837,-1.5569471993157984,0.0,1.0,1,-0.7009902556898064,-1.4633639979349158,0.0,1,-1.213934457288018,0.0,0.0,0,2,0.03141133078780467,0,2.0,0.0,1,64,-0.5522334123601297,-1.4166756152456454,-0.5556657178780692
-1.1644682878634187,0.9546144180891273,1.0,2.0,0,-0.7009902556898064,1.0368626593227803,2.0,1,-0.40124168605466753,0.0,2.0,0,0,-0.938376811805773,1,1.0,1.0,0,65,-0.7750814197942155,0.27290615129096235,-1.113187873993544
0.3380005269875655,0.26176983397742365,0.0,0.0,1,-0.7009902556898064,1.314665621240302,2.0,1,-1.213934457288018,0.0,2.0,0,1,-0.938376811805773,0,0.0,1.0,1,71,0.42904688928240037,0.27290615129096235,-1.113187873993544
-0.6636453495797573,0.8680088450751643,2.0,2.0,0,-2.0633796127548307,-1.185561036017394,2.0,1,-0.40124168605466753,1.0,2.0,0,1,0.03141133078780467,0,1.0,1.0,0,66,-0.293804630629845,0.4265044937033807,-1.6707100301090188
-0.329763390723983,-1.2105249072599464,0.0,0.0,0,-2.0633796127548307,-1.6717162193730573,1.0,1,0.41145108517868284,1.0,2.0,1,1,-0.938376811805773,0,0.0,2.0,1,64,-0.7657180581373211,-1.1862781016270172,-2.2282321862244934
-0.6636453495797573,0.26176983397742365,1.0,2.0,0,-0.7009902556898064,-1.2550117764967745,2.0,1,-1.213934457288018,0.0,1.0,0,2,1.0011994733813825,1,1.0,2.0,0,63,-0.503543931744279,-0.1878888759462944,0.0018564382374056717
1.8404693418385496,-0.8641026152040947,2.0,0.0,1,-0.01979557715729433,-0.6299551121823505,2.0,1,-0.40124168605466753,0.0,2.0,0,0,0.03141133078780467,0,0.0,2.0,1,69,1.0732461712767325,0.04250863767233399,0.0018564382374056717
0.0041185681317912485,-0.9507081882180577,2.0,2.0,1,0.6613991013752177,1.453567102199063,2.0,1,0.41145108517868284,2.0,0.0,0,2,0.03141133078780467,0,1.0,2.0,1,67,-0.40616497051257733,-0.8022822455959704,0.5593785943528805
-0.9975273084355315,-1.7301583453437241,0.0,2.0,0,-1.3821849342223185,-1.7411669598524377,2.0,1,0.41145108517868284,2.0,2.0,0,1,0.03141133078780467,0,0.0,2.0,0,61,-1.4174080294571691,-1.9542698136891123,-1.113187873993544
0.8388234652712269,-1.2971304802739094,0.0,2.0,0,-1.3821849342223185,1.0368626593227803,2.0,1,0.41145108517868284,2.0,2.0,0,2,0.03141133078780467,0,0.0,1.0,0,68,0.05263975067524652,-0.7254830743897603,-1.113187873993544
-1.1644682878634187,-0.6908914691761688,1.0,2.0,0,-0.7009902556898064,1.2452148807609216,1.0,1,-0.40124168605466753,1.0,2.0,0,0,0.03141133078780467,0,1.0,2.0,1,61,-1.2376314856447974,-1.1862781016270172,-0.5556657178780692
0.17105954755967837,-1.2971304802739094,2.0,1.0,1,-0.01979557715729433,1.1063133998021608,1.0,1,0.41145108517868284,2.0,0.0,0,2,0.03141133078780467,0,1.0,0.0,0,64,-0.4342550554832605,-1.0326797592145986,0.0018564382374056717
-1.9991731850028542,1.6474590022008309,2.0,2.0,0,1.3425937799077299,-1.4633639979349158,1.0,1,0.41145108517868284,1.0,2.0,0,1,1.9709876159749602,0,2.0,2.0,0,67,-1.5072963013633551,0.5801028361158007,2.231945062699305
-1.3314092672913058,-0.6908914691761688,1.0,2.0,1,0.6613991013752177,0.6201582164464976,2.0,1,-0.40124168605466753,1.0,2.0,0,2,1.9709876159749602,0,1.0,2.0,0,63,-1.372463893504076,-1.2630772728332271,1.67442290658383
0.17105954755967837,-1.2971304802739094,1.0,2.0,1,-0.7009902556898064,1.5924685831578238,1.0,1,-0.40124168605466753,2.0,0.0,0,0,1.0011994733813825,0,1.0,2.0,1,64,-0.4342550554832605,-1.109478930420808,0.0018564382374056717
0.6718824858433398,-1.0373137612320207,0.0,2.0,0,0.6613991013752177,-1.324462516976155,1.0,1,1.2241438564120333,0.0,0.0,0,1,-1.9081649543993509,0,0.0,2.0,1,67,0.06574845699489869,-0.49508556077113197,-0.5556657178780692
0.17105954755967837,0.34837540699138664,2.0,2.0,1,-0.7009902556898064,-1.6022654788936768,1.0,1,-0.40124168605466753,2.0,0.0,0,1,-0.938376811805773,1,0.0,0.0,0,65,0.31294120473691006,0.3497053224971724,-1.113187873993544
-0.16282241129609587,-1.4703416263018354,1.0,0.0,0,-0.01979557715729433,1.314665621240302,2.0,1,-0.40124168605466753,2.0,2.0,1,2,0.03141133078780467,0,1.0,1.0,1,64,-0.7488640071549112,-1.4166756152456454,0.0018564382374056717
-0.329763390723983,1.2144311371310161,2.0,0.0,1,-0.01979557715729433,0.48125673548773673,2.0,1,1.2241438564120333,2.0,2.0,1,0,-0.938376811805773,1,0.0,2.0,1,70,0.17810879687763137,1.0408978633530575,-0.5556657178780692
-1.498350246719193,1.5608534291868679,2.0,2.0,1,1.3425937799077299,0.48125673548773673,1.0,1,-0.40124168605466753,2.0,2.0,1,2,0.03141133078780467,0,2.0,0.0,1,68,-0.9717120145889974,0.6569020073220091,1.1169007504683552
-0.6636453495797573,-0.8641026152040947,2.0,2.0,1,0.6613991013752177,1.5924685831578238,2.0,1,0.41145108517868284,2.0,2.0,0,2,0.03141133078780467,0,1.0,1.0,1,65,-0.8930597766710847,-1.0326797592145986,0.5593785943528805
-0.49670437015187013,-0.1712580310923911,2.0,2.0,1,-0.7009902556898064,0.8979611783640193,2.0,1,-0.40124168605466753,2.0,0.0,1,2,0.03141133078780467,0,0.0,2.0,0,68,-0.5072892764070367,-0.41828638956492276,-0.5556657178780692
1.005764444699114,-1.6435527723297614,2.0,1.0,1,-0.7009902556898064,-0.35215215026482866,2.0,1,0.41145108517868284,1.0,2.0,0,2,0.03141133078780467,0,1.0,1.0,0,64,-0.020394470248529653,-0.9558805880083887,-0.5556657178780692
0.3380005269875655,0.5215865530193126,1.0,2.0,1,-0.01979557715729433,-0.21325066930606779,1.0,1,1.2241438564120333,1.0,0.0,0,2,-0.938376811805773,0,1.0,1.0,1,68,0.5526432631534061,0.7337011785282191,-0.5556657178780692
-1.8322322055749671,-0.25786360410635406,2.0,2.0,0,-1.3821849342223185,-1.2550117764967745,2.0,1,0.41145108517868284,2.0,0.0,0,1,0.03141133078780467,0,1.0,2.0,1,63,-1.6926908621698635,-1.0326797592145986,-1.113187873993544
0.3380005269875655,-0.7774970421901317,1.0,2.0,1,-0.01979557715729433,-0.6994058526617309,1.0,1,-0.40124168605466753,2.0,1.0,0,2,1.0011994733813825,0,0.0,1.0,1,64,-0.06533860620162266,-0.571884731977342,0.5593785943528805
-0.329763390723983,-1.0373137612320207,0.0,2.0,0,-0.01979557715729433,-0.21325066930606779,2.0,1,-1.213934457288018,2.0,2.0,0,1,0.03141133078780467,0,0.0,2.0,1,64,-0.6983018542076816,-1.1862781016270172,0.0018564382374056717
-0.6636453495797573,0.5215865530193126,1.0,2.0,1,0.6613991013752177,-0.8383073336204918,2.0,1,0.41145108517868284,2.0,2.0,0,2,1.0011994733813825,0,1.0,2.0,1,67,-0.413655659838093,0.19610698008475236,1.1169007504683552
0.6718824858433398,-0.25786360410635406,0.0,1.0,0,0.6613991013752177,1.453567102199063,2.0,1,-1.213934457288018,2.0,2.0,0,1,0.03141133078780467,0,1.0,2.0,0,67,0.47024568057273536,-0.03429053353387602,0.5593785943528805
1.005764444699114,-1.1239193342459837,2.0,0.0,1,-0.01979557715729433,-1.6717162193730573,1.0,1,0.41145108517868284,0.0,0.0,1,1,1.0011994733813825,1,2.0,0.0,0,66,0.271742413446575,-0.49508556077113197,0.5593785943528805
1.005764444699114,0.6947976990472384,2.0,0.0,1,-1.3821849342223185,0.27290451404959537,2.0,1,-0.40124168605466753,1.0,0.0,1,2,1.0011994733813825,0,0.0,1.0,1,72,1.2942215063794393,1.0408978633530575,-0.5556657178780692
-0.8305863290076444,0.26176983397742365,2.0,0.0,0,-1.3821849342223185,0.9674119188433998,1.0,0,-0.40124168605466753,2.0,0.0,0,1,-0.938376811805773,1,1.0,2.0,0,65,-0.6589757352487255,-0.1878888759462944,-1.6707100301090188
-0.329763390723983,1.2144311371310161,2.0,2.0,1,-0.7009902556898064,0.828510437884639,0.0,1,-0.40124168605466753,2.0,2.0,0,2,1.0011994733813825,0,1.0,2.0,1,71,0.17810879687763137,0.8872995209406375,0.0018564382374056717
0.3380005269875655,-1.2971304802739094,0.0,1.0,0,0.6613991013752177,0.48125673548773673,2.0,1,0.41145108517868284,2.0,0.0,0,2,-1.9081649543993509,0,2.0,2.0,0,66,-0.3125313539436337,-0.9558805880083887,-0.5556657178780692
1.005764444699114,0.9546144180891273,2.0,1.0,1,0.6613991013752177,-0.2827014097854482,2.0,1,-1.213934457288018,1.0,2.0,1,1,0.03141133078780467,0,1.0,1.0,1,68,1.4402899482269917,1.194496205765476,0.5593785943528805
-0.49670437015187013,0.6081921260332754,2.0,2.0,0,-0.01979557715729433,1.453567102199063,2.0,1,-0.40124168605466753,0.0,2.0,0,0,1.9709876159749602,0,2.0,2.0,0,70,-0.22077040970606918,0.27290615129096235,1.1169007504683552
-0.16282241129609587,-1.2971304802739094,2.0,2.0,1,2.023788458440242,-0.6299551121823505,1.0,1,-1.213934457288018,1.0,2.0,0,2,0.03141133078780467,0,1.0,1.0,1,62,-0.6777024585625142,-1.3398764440394364,1.67442290658383
-1.1644682878634187,0.6947976990472384,1.0,0.0,1,1.3425937799077299,0.8979611783640193,0.0,1,0.41145108517868284,1.0,0.0,1,0,1.0011994733813825,0,2.0,0.0,1,68,-0.8481156407179917,0.11930780887854399,1.67442290658383
-1.1644682878634187,-0.1712580310923911,2.0,0.0,1,1.3425937799077299,1.453567102199063,0.0,1,0.41145108517868284,1.0,2.0,0,1,0.03141133078780467,0,0.0,1.0,1,67,-1.091563043797245,-0.6486839031835512,1.1169007504683552
0.8388234652712269,1.5608534291868679,1.0,0.0,1,0.6613991013752177,-1.324462516976155,2.0,0,-1.213934457288018,2.0,0.0,1,1,0.03141133078780467,0,2.0,2.0,1,71,1.597594424062817,1.6552912330027327,0.5593785943528805
1.3396464035548883,-1.2105249072599464,2.0,0.0,1,0.6613991013752177,1.5230178426784435,2.0,1,-1.213934457288018,2.0,2.0,0,1,-0.938376811805773,0,1.0,2.0,1,68,0.47024568057273536,-0.571884731977342,0.0018564382374056717
0.0041185681317912485,0.5215865530193126,2.0,2.0,1,0.6613991013752177,0.9674119188433998,2.0,1,-0.40124168605466753,1.0,2.0,0,0,0.03141133078780467,0,2.0,2.0,1,69,0.23054362215623936,0.4265044937033807,0.5593785943528805
1.005764444699114,-0.4310747501342799,1.0,0.0,1,-2.0633796127548307,0.41180599500835624,0.0,1,1.2241438564120333,2.0,0.0,1,2,-0.938376811805773,0,1.0,1.0,1,70,0.6612582583733804,0.19610698008475236,-2.2282321862244934
0.3380005269875655,1.5608534291868679,2.0,0.0,0,-1.3821849342223185,-0.42160289074420915,1.0,0,-0.40124168605466753,1.0,0.0,0,0,1.0011994733813825,0,1.0,1.0,0,69,1.047028758637428,1.5016928905903142,-0.5556657178780692
-0.6636453495797573,-0.6042858961622058,2.0,2.0,0,-0.01979557715729433,1.3841163617196826,2.0,1,-0.40124168605466753,1.0,2.0,0,0,1.0011994733813825,0,0.0,2.0,1,65,-0.8031715047648987,-0.8790814168021795,0.5593785943528805
0.3380005269875655,1.5608534291868679,2.0,1.0,1,-0.01979557715729433,-1.6022654788936768,2.0,0,1.2241438564120333,2.0,2.0,0,2,0.03141133078780467,0,0.0,2.0,0,70,1.047028758637428,1.6552912330027327,0.0018564382374056717
1.5065873829827754,1.3876422831589421,2.0,1.0,1,-0.01979557715729433,-0.21325066930606779,2.0,1,-0.40124168605466753,1.0,2.0,0,2,0.03141133078780467,0,1.0,1.0,1,71,2.2230669827433607,1.885688746621361,0.0018564382374056717
0.0041185681317912485,-0.7774970421901317,2.0,2.0,1,-0.01979557715729433,0.8979611783640193,2.0,1,-0.40124168605466753,1.0,1.0,0,1,1.0011994733813825,0,0.0,2.0,0,65,-0.3312580772574227,-0.7254830743897603,0.5593785943528805
1.5065873829827754,1.0412199911030902,1.0,2.0,0,-2.0633796127548307,1.1063133998021608,2.0,1,0.41145108517868284,2.0,2.0,0,0,-1.9081649543993509,0,2.0,2.0,0,72,2.0058369923034114,1.6552912330027327,-2.785754342339968
-2.6669371027144027,1.7340645752147938,0.0,0.0,1,0.6613991013752177,-1.046659555058633,0.0,1,-1.213934457288018,2.0,0.0,1,2,1.0011994733813825,0,0.0,1.0,1,69,-2.2413838552638734,0.19610698008475236,1.1169007504683552
0.8388234652712269,-0.8641026152040947,2.0,2.0,0,-0.01979557715729433,-1.6022654788936768,2.0,1,-0.40124168605466753,2.0,2.0,0,2,0.03141133078780467,0,2.0,2.0,0,66,0.2867237920976057,-0.41828638956492276,0.0018564382374056717
0.17105954755967837,-0.25786360410635406,1.0,2.0,1,-0.01979557715729433,1.0368626593227803,2.0,1,2.0368366276453838,2.0,2.0,1,1,0.03141133078780467,0,2.0,1.0,1,68,0.037658372024215854,0.04250863767233399,0.0018564382374056717
-0.329763390723983,0.08855868794949777,0.0,1.0,1,0.6613991013752177,-0.2827014097854482,2.0,1,-1.213934457288018,2.0,2.0,0,1,0.03141133078780467,0,1.0,1.0,0,65,-0.26009652866502536,-0.1878888759462944,0.5593785943528805
0.17105954755967837,-0.6908914691761688,2.0,2.0,1,-1.3821849342223185,-1.2550117764967745,2.0,1,-0.40124168605466753,0.0,2.0,0,1,1.9709876159749602,1,0.0,1.0,1,64,-0.15897222277056633,-0.571884731977342,0.0018564382374056717
-1.9991731850028542,-1.6435527723297614,2.0,2.0,1,-0.01979557715729433,-1.4633639979349158,2.0,1,-0.40124168605466753,0.0,2.0,0,2,0.03141133078780467,0,0.0,2.0,1,60,-2.0765886901025326,-2.415064840926369,0.0018564382374056717
-0.16282241129609587,-0.9507081882180577,2.0,0.0,1,-0.01979557715729433,0.48125673548773673,0.0,1,-0.40124168605466753,1.0,2.0,0,0,-0.938376811805773,0,1.0,2.0,1,65,-0.5353793613777199,-0.9558805880083887,-0.5556657178780692
0.3380005269875655,-0.7774970421901317,0.0,2.0,0,-0.7009902556898064,0.27290451404959537,0.0,1,-0.40124168605466753,1.0,1.0,0,2,0.03141133078780467,0,1.0,2.0,1,66,-0.06533860620162266,-0.571884731977342,-0.5556657178780692
1.5065873829827754,-0.1712580310923911,0.0,0.0,1,-2.0633796127548307,1.2452148807609216,1.0,1,2.849529398878734,2.0,0.0,0,1,0.03141133078780467,0,0.0,2.0,1,74,1.2455320257635891,0.8105003497344291,-1.6707100301090188
-0.49670437015187013,-1.1239193342459837,2.0,2.0,1,-1.3821849342223185,-1.6022654788936768,0.0,1,0.41145108517868284,2.0,2.0,1,0,0.03141133078780467,0,1.0,0.0,0,62,-0.8574790023748858,-1.1862781016270172,-1.113187873993544
-0.8305863290076444,1.3010367101449791,2.0,2.0,0,-0.01979557715729433,1.2452148807609216,2.0,1,0.41145108517868284,1.0,2.0,0,2,1.0011994733813825,0,0.0,1.0,1,70,-0.3218947156005282,0.8105003497344291,0.5593785943528805
-0.49670437015187013,0.6947976990472384,2.0,0.0,1,-0.01979557715729433,1.314665621240302,1.0,1,-1.213934457288018,2.0,2.0,0,1,0.03141133078780467,0,1.0,2.0,1,69,-0.188934980072628,0.27290615129096235,0.0018564382374056717
0.8388234652712269,-1.4703416263018354,2.0,0.0,1,-0.01979557715729433,-0.21325066930606779,2.0,1,1.2241438564120333,2.0,0.0,1,0,1.0011994733813825,0,0.0,0.0,1,67,-0.040993865893697155,-0.8022822455959704,0.5593785943528805
0.3380005269875655,0.5215865530193126,1.0,1.0,0,-0.7009902556898064,-1.4633639979349158,2.0,1,0.41145108517868284,2.0,2.0,0,1,-2.8779530969929286,0,1.0,1.0,1,64,0.5526432631534061,0.6569020073220091,-2.2282321862244934
-0.49670437015187013,0.5215865530193126,2.0,0.0,0,-1.3821849342223185,1.5230178426784435,0.0,1,1.2241438564120333,0.0,2.0,0,1,0.03141133078780467,0,0.0,2.0,1,71,-0.25260583933951,0.3497053224971724,-1.113187873993544
0.5049415064154527,1.5608534291868679,2.0,1.0,1,-0.01979557715729433,-1.4633639979349158,1.0,1,-1.213934457288018,2.0,2.0,0,0,0.03141133078780467,0,0.0,2.0,0,68,1.2305506471125578,1.5016928905903142,0.0018564382374056717
0.17105954755967837,-1.7301583453437241,0.0,2.0,0,-0.01979557715729433,0.3423552545289758,2.0,1,-1.213934457288018,2.0,0.0,0,1,1.0011994733813825,1,0.0,2.0,1,64,-0.6308856502780423,-1.5702739576580647,0.5593785943528805
1.005764444699114,-0.8641026152040947,2.0,1.0,1,0.6613991013752177,-0.0048984478679264375,2.0,1,-0.40124168605466753,2.0,1.0,1,1,1.0011994733813825,1,1.0,0.0,0,63,0.4178108552941267,-0.34148721835871276,1.1169007504683552
-0.6636453495797573,1.474247856172905,2.0,2.0,1,-0.7009902556898064,1.175764140281541,1.0,1,-1.213934457288018,0.0,2.0,1,2,1.0011994733813825,0,0.0,2.0,1,71,-0.08406532951541132,0.8872995209406375,0.0018564382374056717
-0.329763390723983,1.474247856172905,0.0,2.0,1,-2.0633796127548307,-0.0048984478679264375,1.0,1,-1.213934457288018,1.0,2.0,0,2,0.03141133078780467,0,1.0,1.0,1,69,0.27923310277209035,1.0408978633530575,-1.6707100301090188
-0.329763390723983,0.7814032720612014,0.0,2.0,1,-2.0633796127548307,-0.14379992882668732,2.0,1,1.2241438564120333,0.0,2.0,1,2,-0.938376811805773,0,0.0,2.0,0,100,0.00956828705353235,0.6569020073220091,-2.2282321862244934
-1.498350246719193,0.9546144180891273,2.0,2.0,0,-0.7009902556898064,1.314665621240302,2.0,1,1.2241438564120333,2.0,2.0,0,1,0.03141133078780467,0,0.0,1.0,1,68,-1.1159077841051706,0.27290615129096235,-0.5556657178780692
0.3380005269875655,-1.3837360532878724,1.0,2.0,0,-0.01979557715729433,1.5924685831578238,1.0,0,-0.40124168605466753,2.0,2.0,0,0,0.03141133078780467,0,1.0,2.0,1,62,-0.353730145233969,-1.109478930420808,0.0018564382374056717
0.3380005269875655,0.08855868794949777,2.0,2.0,1,-0.01979557715729433,0.13400303309083447,1.0,1,0.41145108517868284,2.0,2.0,0,2,0.03141133078780467,0,2.0,0.0,0,68,0.3466493067017297,0.27290615129096235,0.0018564382374056717
0.0041185681317912485,-0.9507081882180577,0.0,0.0,1,-0.7009902556898064,-0.14379992882668732,2.0,1,0.41145108517868284,1.0,2.0,1,2,0.03141133078780467,0,1.0,0.0,1,66,-0.40616497051257733,-0.8022822455959704,-0.5556657178780692
-0.16282241129609587,-1.1239193342459837,1.0,2.0,0,-1.3821849342223185,1.175764140281541,0.0,1,-1.213934457288018,2.0,2.0,0,2,0.03141133078780467,0,0.0,2.0,1,64,-0.6065409099701169,-1.1862781016270172,-1.113187873993544
-1.3314092672913058,1.0412199911030902,2.0,2.0,0,-2.0633796127548307,1.175764140281541,0.0,1,0.41145108517868284,2.0,0.0,0,1,0.03141133078780467,1,1.0,1.0,1,67,-0.9230225339731467,0.3497053224971724,-1.6707100301090188
-0.49670437015187013,-1.2971304802739094,2.0,0.0,1,0.6613991013752177,-0.6299551121823505,2.0,1,-0.40124168605466753,0.0,0.0,0,1,1.0011994733813825,1,2.0,1.0,0,65,-0.9211498616417676,-1.4166756152456454,1.1169007504683552
-0.329763390723983,-0.08465245807842814,2.0,2.0,1,-0.01979557715729433,0.27290451404959537,2.0,1,-1.213934457288018,1.0,0.0,1,1,0.03141133078780467,0,0.0,0.0,1,65,-0.3275127325946647,-0.34148721835871276,0.0018564382374056717
-0.8305863290076444,1.5608534291868679,0.0,2.0,0,-0.7009902556898064,-1.185561036017394,0.0,1,-1.213934457288018,1.0,0.0,0,2,0.03141133078780467,0,0.0,2.0,1,69,-0.237624460688479,0.8872995209406375,-0.5556657178780692
-0.16282241129609587,-1.1239193342459837,2.0,2.0,0,-1.3821849342223185,0.48125673548773673,0.0,1,-0.40124168605466753,1.0,1.0,1,0,0.03141133078780467,0,1.0,2.0,1,63,-0.6065409099701169,-1.109478930420808,-1.113187873993544
0.3380005269875655,1.6474590022008309,2.0,1.0,1,-0.7009902556898064,1.175764140281541,1.0,1,1.2241438564120333,2.0,2.0,0,0,1.0011994733813825,0,2.0,1.0,1,72,1.0882275499277638,1.7320904042089427,0.0018564382374056717
1.8404693418385496,1.7340645752147938,2.0,2.0,0,-0.01979557715729433,-1.1161102955380136,2.0,1,0.41145108517868284,0.0,0.0,0,2,1.9709876159749602,0,2.0,1.0,1,76,2.814831439459085,2.4232829450648277,1.1169007504683552
